key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90
2593,"crab ball",0,"crab balls",0,0,1,0,0,"A ball of crabmeat and rye flour paste. Processed bait for ocean fishing.","Crab Ball",27011,20,1,17,0,33,30,0,10000,999,False,False,False,False,5,1,False,False,False,0,2,0,0,0,0,0,0,False,False,0,20,0,0,19,0,0,9,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
2594,"butterworm",0,"butterworms",0,0,1,0,0,"If allowed to pupate, this bright-yellow larva will transform into a hideous moth which can devour an entire tunic in a single turn of the sun. Live bait for freshwater fishing.","Butterworm",27019,20,1,17,0,33,30,0,20000,999,False,False,False,False,5,1,False,False,False,0,2,0,0,0,0,0,0,False,False,0,20,0,0,19,0,0,9,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
2595,"bass ball",0,"bass balls",0,0,1,0,0,"A ball of dark bass and sunset flour paste. Processed bait for freshwater fishing.","Bass Ball",27010,25,1,17,0,33,30,0,20000,999,False,False,False,False,6,1,False,False,False,0,2,0,0,0,0,0,0,False,False,0,25,0,0,19,0,0,9,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
2596,"spoon worm",0,"spoon worms",0,0,1,0,0,"Also colorfully known as a “fisherman's member,” the stench of this sea-dwelling creature when sliced up is perfect for attracting hungry fish. Live bait for ocean fishing.","Spoon Worm",27015,30,1,17,0,33,30,0,10000,999,False,False,False,False,7,1,False,False,False,0,2,0,0,0,0,0,0,False,False,0,30,0,0,19,0,0,9,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
2597,"syrphid basket",0,"syrphid baskets",0,0,1,0,0,"A tightly knitted wicker basket filled with a swarm of angry syrphids. Live bait for freshwater fishing.","Syrphid Basket",27002,30,1,17,0,33,30,0,20000,999,False,False,False,False,7,1,False,False,False,0,2,0,0,0,0,0,0,False,False,0,30,0,0,19,0,0,9,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
2598,"herring ball",0,"herring balls",0,0,1,0,0,"A ball of Indigo herring and sunset flour paste. Processed bait for ocean fishing.","Herring Ball",27007,35,1,17,0,33,30,0,10000,999,False,False,False,False,8,1,False,False,False,0,2,0,0,0,0,0,0,False,False,0,35,0,0,19,0,0,9,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
2599,"honey worm",0,"honey worms",0,0,1,0,0,"The honeyfly will lay its eggs in beehives where, upon hatching, the larvae will feed on honey until pupation. Live bait for freshwater fishing.","Honey Worm",27018,35,1,17,0,33,30,0,20000,999,False,False,False,False,8,1,False,False,False,0,2,0,0,0,0,0,0,False,False,0,35,0,0,19,0,0,9,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
2600,"sand leech",0,"sand leeches",0,0,1,0,0,"A spineless creature which hides patiently under the desert─ofttimes for several moons─until a larger beast passes nearby. The leech will then attach itself to the new host's leg and proceed to drink deep of the beast's blood until its belly is full, after which it releases itself back to the desert to wait for its next victim. Live bait for dunefishing.","Sand Leech",27014,35,1,17,0,33,30,0,30100,999,False,False,False,False,8,1,False,False,False,0,2,0,0,0,0,0,0,False,False,0,35,0,0,19,0,0,9,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
2601,"stem borer",0,"stem borers",0,0,1,0,0,"This longhorn beetle larva can most commonly be found burrowed deep into the trunks of fallen logs. Live bait for freshwater fishing.","Stem Borer",27017,40,1,17,0,33,30,0,20000,999,False,False,False,False,9,1,False,False,False,0,2,0,0,0,0,0,0,False,False,0,40,0,0,19,0,0,9,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
2602,"sand gecko",0,"sand geckos",0,0,1,0,0,"When night falls, thousands of these tiny scalekin can be seen scampering about the Sagolii Desert in search of the beetles on which they dine. Live bait for dunefishing.","Sand Gecko",27012,40,1,17,0,33,30,0,30100,999,False,False,False,False,9,1,False,False,False,0,2,0,0,0,0,0,0,False,False,0,40,0,0,19,0,0,9,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
2603,"glowworm",0,"glowworms",0,0,1,0,0,"It is not known why one end of these vilekin shines bright like a candle. It is, however, known that the light emitted by these creatures makes them a perfect target for hungry fish. Live bait for freshwater and ocean fishing.","Glowworm",27021,45,1,17,0,33,30,0,20000,999,False,False,False,False,10,1,False,False,False,0,2,0,0,0,0,0,0,False,False,0,45,0,0,19,0,0,9,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
2604,"rolling stone",0,"rolling stones",0,0,1,0,0,"When threatened, this tiny desert crustacean will curl itself into a ball which, to the untrained eye, will appear no more than a simple pebble. Live bait for dunefishing.","Rolling Stone",27024,45,1,17,0,33,30,0,30100,999,False,False,False,False,10,1,False,False,False,0,2,0,0,0,0,0,0,False,False,0,45,0,0,19,0,0,9,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
2605,"hoverworm",0,"hoverworms",0,0,1,0,0,"Unlike other vilekin larvae, the hoverworm is not confined to life on the ground. Filling its belly with air allows it to freely ride the thermals over the Sea of Clouds. Live bait for skyfishing.","Hoverworm",27022,45,1,17,0,33,30,0,30200,999,False,False,False,False,10,1,False,False,False,0,2,0,0,0,0,0,0,False,False,0,45,0,0,19,0,0,9,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
2606,"fistful of northern krill",0,"fistfuls of northern krill",0,0,1,0,0,"Microscopic shrimp which inhabit the colder sea currents hailing from the northern seas. Live bait for ocean fishing.","Northern Krill",27023,50,1,17,0,33,30,0,10000,999,False,False,False,False,11,1,False,False,False,0,2,0,0,0,0,0,0,False,False,0,50,0,0,19,0,0,9,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
2607,"caddisfly larva",0,"caddisfly larvae",0,0,1,0,0,"The fact they are extremely difficult to harvest from their underwater homes makes fishing with caddisfly larvae an option for only the most well-to-do anglers. Live bait for freshwater fishing.","Caddisfly Larva",27013,50,1,17,0,33,30,0,20000,999,False,False,False,False,11,1,False,False,False,0,2,0,0,0,0,0,0,False,False,0,50,0,0,19,0,0,9,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
2608,"soil creeper",0,"soil creepers",0,0,1,0,0,"Atypical of common caterpillars, this sand-dwelling species is covered in a rock-like outer skin which serves to prevent the loss of moisture to the hot desert sun. Live bait for dunefishing.","Soil Creeper",27016,50,1,17,0,33,30,0,30100,999,False,False,False,False,11,1,False,False,False,0,2,0,0,0,0,0,0,False,False,0,50,0,0,19,0,0,9,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
2609,"balloon bug",0,"balloon bugs",0,0,1,0,0,"With wings too underdeveloped for flying, this beetle has adopted another method of locomotion about the Sea of Clouds─a second bladder it fills with a noxious lighter-than-air gas. This foul stench is known to attract larger, hungrier creatures. Live bait for skyfishing.","Balloon Bug",27020,50,1,17,0,33,30,0,30200,999,False,False,False,False,11,1,False,False,False,0,2,0,0,0,0,0,0,False,False,0,50,0,0,19,0,0,9,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
2610,"chocobo fly",0,"chocobo flies",0,0,1,0,0,"A freshwater fishing lure made from a chocobo feather. The faint aroma of stable hay brings back memories of a simpler time.","Chocobo Fly",27056,27,1,17,0,33,30,0,40020,999,False,False,False,False,324,5,False,False,False,0,2,0,0,0,0,0,0,False,False,0,27,0,0,19,0,0,9,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
2611,"floating minnow",0,"floating minnows",0,0,1,0,0,"A light plug lure made to resemble a minnow. Especially effective when used to land fish swimming close to the water's surface.","Floating Minnow",27051,22,1,17,0,33,30,0,40000,999,False,False,False,False,264,3,False,False,False,0,2,0,0,0,0,0,0,False,False,0,22,0,0,19,0,0,9,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
2612,"brass spoon lure",0,"brass spoon lures",0,0,1,0,0,"A polished brass lure shaped like a spoon so it will oscillate when dragged through the water, attracting fish. Especially effective in lakes.","Brass Spoon Lure",27064,23,1,17,0,33,30,0,40020,999,False,False,False,False,276,4,False,False,False,0,2,0,0,0,0,0,0,False,False,0,23,0,0,19,0,0,9,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
2613,"shrimp cage feeder",0,"shrimp cage feeders",0,0,1,0,0,"A small metal cage packed with a pungent mixture of chopped shrimp. Fish are drawn to the area as pieces of shrimp break off from the cage. Processed bait for ocean fishing.","Shrimp Cage Feeder",27053,25,1,17,0,33,30,0,10000,999,False,False,False,False,6,1,False,False,False,0,2,0,0,0,0,0,0,False,False,0,25,0,0,19,0,0,9,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
2614,"crow fly",0,"crow flies",0,0,1,0,0,"A caddisfly-shaped lure crafted from a crow feather. Recommended for freshwater fly fishing novices.","Crow Fly",27057,20,1,17,0,33,30,0,40020,999,False,False,False,False,240,3,False,False,False,0,2,0,0,0,0,0,0,False,False,0,20,0,0,19,0,0,9,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
2615,"silver spoon lure",0,"silver spoon lures",0,0,1,0,0,"A polished silver lure shaped like a spoon so it will oscillate when dragged through the water, attracting fish. Especially effective in lakes.","Silver Spoon Lure",27052,32,1,17,0,33,30,0,40020,999,False,False,False,False,384,7,False,False,False,0,2,0,0,0,0,0,0,False,False,0,32,0,0,19,0,0,9,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
2616,"steel jig",0,"steel jigs",0,0,1,0,0,"The weight of this steel lure allows for casting great distances, such as from coastlines.","Steel Jig",27067,32,1,17,0,33,30,0,40010,999,False,False,False,False,384,7,False,False,False,0,2,0,0,0,0,0,0,False,False,0,32,0,0,19,0,0,9,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
2617,"sinking minnow",0,"sinking minnows",0,0,1,0,0,"A heavy plug lure made to resemble a minnow. Effective in attracting fish from both surface and floor.","Sinking Minnow",27055,34,1,17,0,33,30,0,40000,999,False,False,False,False,408,8,False,False,False,0,2,0,0,0,0,0,0,False,False,0,34,0,0,19,0,0,9,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
2618,"snurble fly",0,"snurble flies",0,0,1,0,0,"A freshwater fishing lure made from a snurble tuft.","Snurble Fly",27058,43,1,17,0,33,30,0,40020,999,False,False,False,False,516,12,False,False,False,0,2,0,0,0,0,0,0,False,False,0,43,0,0,19,0,0,9,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
2619,"heavy steel jig",0,"heavy steel jigs",0,0,1,0,0,"The sheer weight of this steel lure allows for casting tremendous distances, such as from coastlines.","Heavy Steel Jig",27065,37,1,17,0,33,30,0,40010,999,False,False,False,False,444,9,False,False,False,0,2,0,0,0,0,0,0,False,False,0,37,0,0,19,0,0,9,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
2620,"spinner",0,"spinners",0,0,1,0,0,"A metal river lure designed to resemble both a mayfly and a minnow, allowing for use in a variety of different situations.","Spinner",27062,39,1,17,0,33,30,0,40020,999,False,False,False,False,468,10,False,False,False,0,2,0,0,0,0,0,0,False,False,0,39,0,0,19,0,0,9,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
2621,"krill cage feeder",0,"krill cage feeders",0,0,1,0,0,"A small metal cage packed with northern krill. Fish are drawn to the area as krill float off from the cage. Processed bait for ocean fishing.","Krill Cage Feeder",27053,40,1,17,0,33,30,0,10000,999,False,False,False,False,9,1,False,False,False,0,2,0,0,0,0,0,0,False,False,0,40,0,0,19,0,0,9,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
2622,"mythril spoon lure",0,"mythril spoon lures",0,0,1,0,0,"A polished mythril lure shaped like a spoon so it will oscillate when dragged through the water, attracting all manner of lake and marsh life.","Mythril Spoon Lure",27066,41,1,17,0,33,30,0,40020,999,False,False,False,False,492,11,False,False,False,0,2,0,0,0,0,0,0,False,False,0,41,0,0,19,0,0,9,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
2623,"wildfowl fly",0,"wildfowl flies",0,0,1,0,0,"A freshwater lure made from a wildfowl feather. Its uncanny resemblance to a mayfly makes it irresistible to vilekin-feeding fish such as trout.","Wildfowl Fly",27059,36,1,17,0,33,30,0,40020,999,False,False,False,False,432,9,False,False,False,0,2,0,0,0,0,0,0,False,False,0,36,0,0,19,0,0,9,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
2624,"topwater frog",0,"topwater frogs",0,0,1,0,0,"A light freshwater lure crafted to resemble a frog. Best suited for larger prey such as pikes and certain trout.","Topwater Frog",27054,44,1,17,0,33,30,0,40020,999,False,False,False,False,528,12,False,False,False,0,2,0,0,0,0,0,0,False,False,0,44,0,0,19,0,0,9,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
2625,"rainbow spoon lure",0,"rainbow spoon lures",0,0,1,0,0,"A shiny blacklip oyster shell lure shaped like a spoon so it will oscillate when dragged through the water, attracting all manner of aquatic life. Especially effective in lakes.","Rainbow Spoon Lure",27061,46,1,17,0,33,30,0,40020,999,False,False,False,False,552,13,False,False,False,0,2,0,0,0,0,0,0,False,False,0,46,0,0,19,0,0,9,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
2626,"spinnerbait",0,"spinnerbaits",0,0,1,0,0,"Several small spinners joined together to resemble a school of fish. Especially effective in rivers.","Spinnerbait",27063,47,1,17,0,33,30,0,40020,999,False,False,False,False,564,14,False,False,False,0,2,0,0,0,0,0,0,False,False,0,47,0,0,19,0,0,9,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
2627,"streamer",0,"streamers",0,0,1,0,0,"A freshwater fly designed to sink below the water's surface, and by doing so, attract the larger carnivorous fish living near the floor.","Streamer",27060,48,1,17,0,33,30,0,40020,999,False,False,False,False,576,14,False,False,False,0,2,0,0,0,0,0,0,False,False,0,48,0,0,19,0,0,9,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
2628,"yumizuno",0,"yumizuno",0,0,1,0,0,"A curved man-made lure used traditionally in the Far East, the name means literally “bow horn.” Increases chances of landing a big catch, even when casting from shore.","Yumizuno",27068,48,1,17,0,33,30,0,40010,999,False,False,False,False,576,14,False,False,False,0,2,0,0,0,0,0,0,False,False,0,48,0,0,19,0,0,9,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
2629,"hempen coif",0,"hempen coifs",0,0,1,0,0,"","Hempen Coif",40301,1,1,4,0,34,31,3,36000,1,False,False,False,True,47,1,True,True,True,0,2,0,13,5594,21800,932,3290,False,False,0,1,0,1,1,0,0,8,"4, 1, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21,2,24,2,0,0,0,0,0,0,0,0,7,0,False,False,0,True
2630,"hempen coif of gathering",0,"hempen coifs of gathering",0,0,1,0,0,"","Hempen Coif of Gathering",40301,1,1,4,0,34,31,3,36000,1,False,False,False,True,47,1,True,True,True,0,2,0,13,5594,21800,933,3291,False,False,0,1,0,1,1,0,0,9,"4, 1, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,4,9,73,13,0,0,0,0,0,0,0,0,0,0,1,0,21,2,24,2,73,1,0,0,0,0,0,0,11,0,False,False,0,True
2631,"leather calot",0,"leather calots",0,0,1,0,0,"","Leather Calot",40584,1,1,4,0,34,31,3,36000,1,False,False,False,True,47,1,True,True,True,0,2,0,12,5594,21800,934,3094,False,False,0,1,0,1,1,0,0,9,"35, 40, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,4,9,71,6,0,0,0,0,0,0,0,0,0,0,1,0,21,2,24,2,71,1,0,0,0,0,0,0,12,0,False,False,0,True
2632,"pair of Garlond goggles",0,"pairs of Garlond goggles",0,0,1,0,0,"Increases EXP earned by 20% when level 10 and below.","Garlond Goggles",41321,11,1,4,0,34,0,3,54000,1,True,True,True,True,287,0,False,False,False,0,2,0,11,5594,21800,0,0,False,False,0,1,0,1,1,0,0,0,"21, 76, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,6,13,3,1,6,1,0,0,0,0,0,0,0,0,1,0,21,2,24,3,0,0,0,0,0,0,0,0,1,0,False,False,0,True
2633,"moogle cap",0,"moogle caps",0,0,1,0,0,"Increases EXP earned by 20% when level 10 and below.","Moogle Cap",40110,11,1,4,0,34,0,3,54000,1,True,True,True,True,441,0,False,False,True,0,2,0,13,5594,21800,0,0,False,False,0,1,0,1,1,0,0,0,"99, 1, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,6,13,2,1,4,1,0,0,0,0,0,0,0,0,1,0,21,2,24,3,0,0,0,0,0,0,0,0,1,0,False,False,0,True
2634,"helm of light",0,"helms of light",0,0,1,0,0,"Increases EXP earned by 20% when level 10 and below.","Helm of Light",40124,11,1,4,0,34,0,3,48000,1,True,True,True,True,252,0,False,False,True,0,2,0,10,5594,21800,0,0,False,False,0,1,0,1,1,0,0,0,"95, 1, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,6,13,1,1,5,1,0,0,0,0,0,0,0,0,1,0,21,2,24,3,0,0,0,0,0,0,0,0,1,0,False,False,0,True
2635,"judge's chain coif",0,"judge's chain coifs",0,0,1,0,0,"Fits: Game Masters","Judge's Chain Coif",40027,1,1,4,0,34,0,3,36000,1,True,True,False,True,71,0,False,False,False,0,2,0,10,5594,21800,0,0,False,False,0,1,0,1,1,0,0,0,"15, 154, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21,2,24,2,0,0,0,0,0,0,0,0,1,0,False,False,0,True
2636,"pair of judge's goggles",0,"pairs of judge's goggles",0,0,1,0,0,"Fits: Game Masters","Judge's Goggles",41338,1,1,4,0,34,0,3,36000,1,True,True,False,True,54,0,False,False,False,0,2,0,11,5594,21800,0,0,False,False,0,1,0,1,1,0,0,0,"21, 85, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21,2,24,2,0,0,0,0,0,0,0,0,1,0,False,False,0,True
2637,"onion helm",0,"onion helms",0,1,1,0,0,"","Onion Helm",40028,11,1,4,0,34,0,3,48000,1,True,True,True,True,378,0,False,False,True,0,2,0,10,5594,21800,0,0,False,False,0,1,0,1,1,0,0,0,"27, 1, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,6,13,3,1,6,1,68,20,0,0,0,0,0,0,1,0,21,2,24,3,0,0,0,0,0,0,0,0,1,0,False,False,0,True
2638,"pumpkin head",0,"pumpkin heads",0,0,1,0,0,"","Pumpkin Head",40617,1,1,4,0,34,0,3,46005,1,False,True,False,True,47,0,False,False,True,0,2,0,14,5594,21800,0,0,False,False,0,1,0,1,1,0,0,0,"48, 1, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21,2,24,2,0,0,0,0,0,0,0,0,1,0,False,False,0,True
2639,"unripened pumpkin head",0,"unripened pumpkin heads",0,1,1,0,0,"","Unripened Pumpkin Head",40618,1,1,4,0,34,0,3,46005,1,False,True,False,True,47,0,False,False,True,0,2,0,14,5594,21800,0,0,False,False,0,1,0,1,1,0,0,0,"48, 2, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21,2,24,2,0,0,0,0,0,0,0,0,1,0,False,False,0,True
2640,"white pumpkin head",0,"white pumpkin heads",0,0,1,0,0,"","White Pumpkin Head",40619,1,1,4,0,34,0,3,46005,1,False,True,False,True,47,0,False,False,True,0,2,0,14,5594,21800,0,0,False,False,0,1,0,1,1,0,0,0,"48, 3, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21,2,24,2,0,0,0,0,0,0,0,0,1,0,False,False,0,True
2641,"ripened pumpkin head",0,"ripened pumpkin heads",0,0,1,0,0,"","Ripened Pumpkin Head",40620,1,1,4,0,34,0,3,46005,1,False,True,False,True,47,0,False,False,True,0,2,0,14,5594,21800,0,0,False,False,0,1,0,1,1,0,0,0,"48, 4, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21,2,24,2,0,0,0,0,0,0,0,0,1,0,False,False,0,True
2642,"dream hat",0,"dream hats",0,0,1,0,0,"","Dream Hat",40586,1,1,4,0,34,31,3,46006,1,False,False,False,True,47,1,True,True,True,0,2,0,13,5594,21800,0,0,False,False,0,1,0,1,1,0,0,0,"53, 1, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21,2,24,2,0,0,0,0,0,0,0,0,1,0,False,False,0,True
2643,"set of reindeer antlers",0,"sets of reindeer antlers",0,0,1,0,0,"","Reindeer Antlers",40633,1,1,4,0,34,0,3,46006,1,False,True,False,True,59,0,False,True,True,0,2,0,13,5594,21800,0,0,False,False,0,1,0,1,1,0,0,0,"58, 1, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21,2,24,2,0,0,0,0,0,0,0,0,1,0,False,False,0,True
2644,"usagi kabuto",0,"usagi kabuto",0,1,1,0,0,"","Usagi Kabuto",40036,1,1,4,0,34,31,3,46000,1,False,False,False,True,71,2,False,False,True,0,2,0,10,5594,21800,0,0,False,False,0,1,0,1,1,0,0,0,"54, 1, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21,2,24,2,0,0,0,0,0,0,0,0,1,0,False,False,0,True
